node_id,boardings,alightings,x,y,station
101241,251.13188314437866,108.8797390460968,629541.0,4834185.0,  
107963,0,0.0,595728.2540374381,4841888.76274308,  
108447,5.310670495033264,2.5417681932449057,602512.340928397,4828524.666247799,  
106417,0,0.0,625581.22027273,4880374.099386269,  
100418,0,0.5801848769187927,637184.0,4837616.0,  
13208,0,0,625642.572867602,4834806.864048109,  
106855,4.066874284297228,0.6651371084153652,636276.0493139719,4858457.048631511,  
105855,0,0.0,617181.6188367701,4856985.75260103,  
11325,0,0,636602.5109092019,4840246.947614741,  
108845,0.8952205050736666,0.09143749437856741,601787.9564347432,4827979.17206768,  
110880,7.719053387641907,3.449051223695278,577490.7039127289,4831425.068138319,  
102796,59.13030433654785,3.886222515347981e-05,618500.250265383,4833265.256884959,  
112127,0,5.330051898956299,596581.934402766,4786456.429223979,  
106418,8.490211486816406,12.823749542236328,624551.0,4880032.0,  
41128,0,0,600699.842513147,4847519.70362119,  
104244,1.5054694544523954,0.14002730138604136,660649.0,4855029.0,  
30608,0,0,619333.0,4848112.0,  
104352,11.439751769881696,15.061588916927576,672405.4613665921,4867943.872832989,  
111384,0.6789662414230406,4.864859313237957,597417.5515503811,4797323.55733408,  
106047,0,0.0,629709.484848646,4855259.98867316,  
50737,0,0,606343.0,4810800.0,  
43365,0,0,615067.0,4827417.0,  
30073,0,0,622660.1773754748,4899323.52815157,  
60400,0,0,590173.4312879342,4789605.690054369,  
102146,3.2460917234420776,1.8309651613235474,623416.970260417,4835572.734994831,  
20049,0,0,671940.0,4861732.0,  
106574,0,4.118843287229538,635007.0,4861868.0,  
112117,27.821144580841064,17.282724022865295,596815.4809493369,4790284.761967351,  
101289,0,0.0,612766.0,4845327.0,  
104563,7.497894287109375,12.654899716377273,693370.0,4865465.0,  
101615,28.028968811035156,0.05863190078525804,636485.0,4846647.0,  
13641,0,0,627312.558749913,4843316.410827819,  
105669,0,0.0,611805.1727154688,4845726.3233788395,  
102190,0,0.0,634233.0,4848090.0,  
102964,50.24633979797363,15.205234050751187,617560.2111297579,4830936.282165611,  
32365,0,0,623497.0,4879678.0,  
42563,0,0,608291.9313241051,4831046.548443761,  
110558,22.182958006858826,5.523931294679642,602374.0,4837229.0,  
60915,0,0,589972.6071055619,4785359.6755846795,  
41392,0,0,600753.0829459069,4823927.82906854,  
101459,102.25415325164795,120.25392627716064,627594.0,4837569.0,  
40790,0,0,600071.7250625789,4840884.742919701,  
110560,0,0.0,599355.0,4838327.0,  
40843,0,0,609846.487036024,4823631.54858112,  
41818,0,0,595333.0,4840348.0,  
40175,0,0,609871.1935395749,4840516.34409251,  
105394,0,0.0,627698.111599331,4855777.46816783,  
31252,0,0,631877.6682515581,4856952.825074869,  
32368,0,0,621574.0,4877965.0,  
107052,0,0.0,623933.8116179791,4858240.569112838,  
52058,0,0,604192.534355771,4805233.186823329,  
102948,0.23213115334510803,6.8247318267822266e-06,634605.5534231332,4849269.61882881,  
102402,101.90076291561127,48.4681396484375,627984.0,4836263.0,  
40370,0,0,609571.649232381,4839663.004137309,  
32381,0,0,625786.3702067471,4877075.325799369,  
20468,0,0,663988.0,4864508.0,  
43448,0,0,603390.0,4825136.0,  
112950,18.904006004333496,7.393701553345636,585428.9012088231,4788591.1595835285,  
109866,0,0.0,604521.0,4840862.0,  
31380,0,0,626475.354939021,4879635.017736109,  
100667,35.30869409441948,126.40516668558121,644433.0,4845638.0,  
30328,0,0,628845.8245265731,4851604.942799881,  
101792,0,0.0,624361.2945596959,4842799.05512981,  
11304,0,0,624683.0,4842895.0,  
12424,0,0,622957.0,4835368.0,  
30769,0,0,610572.388066465,4847665.65264628,  
41249,0,0,594938.2799551499,4840732.133638169,  
12395,0,0,623600.0,4840636.0,  
40938,0,0,600751.1827381419,4832935.80239348,  
41130,0,0,601189.5769404639,4847284.92377555,  
97001,6704.6494140625,2075.3799438476562,630806.4023863331,4834147.78939463,  
40791,0,0,608946.164915612,4819919.817921611,  
31599,0,0,613604.0,4851439.0,  
30624,0,0,636125.0,4853683.0,  
20292,0,0,670811.0,4865979.0,  
104101,0.014352600555866957,0.6895821318030357,671598.0,4860151.0,  
11812,0,0,624175.0,4842944.0,  
43364,0,0,601368.15371513,4844571.77625458,  
11573,0,0,634515.0,4841245.0,  
11653,0,0,636485.0,4846647.0,  
61096,0,0,589671.4984832221,4783182.103587109,  
105666,0,0.0,622727.9754420139,4871275.26972151,  
41855,0,0,597020.0,4840650.0,  
33712,0,0,624735.101934772,4894841.768029801,  
109351,0,0.0,597305.0,4840357.0,  
13148,0,0,635751.3199348361,4852265.976956651,  
106438,123.57653880119324,131.38576290011406,622106.0,4877036.0,  
43007,0,0,612836.0,4835502.0,  
12912,0,0,640677.914024099,4840167.7450781595,  
106439,1.5552988052368164,15.596894264221191,622178.0,4876648.0,  
109338,85.9401581287384,192.45000725984573,599173.0,4838507.0,  
50508,0,0,590853.0,4821433.0,  
41034,0,0,596548.273965483,4841392.974585811,  
10895,0,0,640004.0,4850249.0,  
102437,1.0176525861024857,7.845830202102661,630095.0,4835654.0,  
10277,0,0,630696.0,4834544.0,  
41557,0,0,606532.8246406431,4831221.862816309,  
103392,45.437045745551586,17.39831468462944,621640.4679180669,4837485.45349153,  
60638,0,0,595640.0,4790909.0,  
11434,0,0,630759.0,4837063.0,  
105800,122.98123598098755,231.85673606395721,621144.0,4848712.0,  
106189,0.5000000037252903,0.8453746177256072,637064.9797366569,4862583.00760377,  
102245,2.176311492919922,0.0,612792.5155382039,4842923.17257615,  
41806,0,0,600012.6306565021,4833812.10532934,  
112146,2.3968405723571777,0.40454721450805664,587263.710053879,4787561.762820929,  
104651,0.41608546674251556,151.4422492980957,664843.0,4860423.0,  
61304,0,0,591960.0,4790097.0,  
111969,1.1492004096508026,0.005016059149056673,602758.7765599049,4785763.59858934,  
102370,43.448829650878906,51.79837894439697,638715.0,4849546.0,  
110428,1.423552118241787,0.34625111520301743,603476.0,4826582.0,  
106196,0,10.78959584236145,630918.8784002961,4861687.95001528,  
100742,0,0.0783128822222352,628532.0,4847739.0,  
111052,1.9117911234498024,6.630128536373377,602004.6994317969,4817303.161638009,  
10384,0,0,632033.0,4834476.0,  
60873,0,0,591972.0,4784762.0,  
106598,234.07844907208346,111.29414236545563,629620.0,4857863.0,  
42031,0,0,606287.659263639,4850620.50251739,  
11507,0,0,620548.0,4828895.0,  
100147,28.315529823303223,58.432090759277344,614763.0,4839759.0,  
31550,0,0,630376.878922397,4855977.859304459,  
11140,0,0,617148.0,4829475.0,  
107900,0,6.913393020629883,621106.9230946711,4880869.005404919,  
107258,0.8035886585712433,1.698731921351282e-06,615636.7885129969,4850169.977654231,  
13159,0,0,649864.6337301331,4849310.540813128,  
42256,0,0,605890.0,4830661.0,  
105688,0,0.0,620143.079625819,4887172.655154299,  
20288,0,0,672031.9921822519,4865028.74530144,  
43933,0,0,603239.8538394162,4834738.703696169,  
110374,0,0.0,605714.805365966,4835894.5641668895,  
13404,0,0,620995.844063799,4838585.70160997,  
103171,83.44906258583069,120.31146812438965,623503.8786856332,4846698.76209735,  
31271,0,0,624661.626563019,4863499.44888449,  
107749,0,0.0,624324.0,4851804.0,  
111904,1.6468242406845093,8.902835845947266,594393.7742197368,4788910.261110969,  
10302,0,0,625328.0,4832923.0,  
10597,0,0,631831.0,4841011.0,  
102459,0.10576856136322021,0.8237788081169128,624440.7512678921,4835618.550113269,  
102226,26.549816727638245,15.474189043045044,646023.0,4849608.0,  
106683,5.789461731910706,0.8415946960449219,618613.0,4850536.0,  
103717,0,0.0,622718.635514705,4836391.1580291,  
105465,1.309667460154742,0.05315455980553452,623632.2370454819,4856024.811324281,  
12998,0,0,632112.4469927471,4834999.49112737,  
107635,0,0.0,618398.0,4851770.0,  
104578,7.195244789123535,8.938415944576263,672077.0,4862903.0,  
13084,0,0,635543.4072506251,4846589.35540359,  
107717,0,0.0,618030.0,4850384.0,  
102091,31.71751356124878,3.157332941889763,635302.0,4846377.0,  
111769,0,0.7857667803764343,593303.5532218982,4818901.60217164,  
50187,0,0,597705.1078872381,4799845.2616404,  
107054,0,0.0,624679.0,4880776.0,  
108664,0,0.04600716009736061,600823.6618251192,4833035.82031159,  
112579,1.1311573460698128,0.022350734565407038,588165.0,4786691.0,  
50862,0,0,594603.5930740839,4803694.21766222,  
12445,0,0,625145.0,4832924.0,  
108151,22.742141723632812,22.317110061645508,609571.649232381,4839663.004137309,  
32430,0,0,626005.0,4856404.0,  
112093,1.7167444080114365,31.24257431924343,584492.7271714899,4790962.6500799395,  
104932,0.1897299438714981,0.3174726963043213,658613.0,4858679.0,  
110366,0,0.0,602534.0,4828886.0,  
40835,0,0,610893.9353553661,4820743.523640669,  
13764,0,0,626616.3608365091,4847369.2676060395,  
102974,3.6567208766937256,0.0,613091.8478932452,4844430.524757468,  
102632,0,0.0,620865.594155046,4847518.133116328,  
20174,0,0,661522.0,4855048.0,  
100214,51.3441898226738,58.48478573560715,612886.0,4843426.0,  
111930,0.6762416660785675,8.744155883789062,595860.4537473312,4786083.65032303,  
97007,973.4933013916016,926.7147827148438,629884.343566567,4837254.88662515,  
112732,0,6.802832126617432,583723.824649818,4791338.1810709,  
32236,0,0,624426.914135027,4859261.25757164,  
108580,0,0.0,612072.6426090461,4837631.109608149,  
106479,5.221364479511976,0.3722276696928475,623883.0,4867504.0,  
41767,0,0,611743.0916917351,4832967.273941601,  
102631,0,146.42601776123047,620865.594155046,4847518.133116328,  
103145,21.136028617620468,0.0,626277.616677704,4833201.470144781,  
111817,0,0.021953580901026726,601724.8056548302,4809628.838489091,  
20055,0,0,671400.0,4862661.0,  
112100,0,17.79597496986389,591605.784057601,4790263.9824786205,  
31393,0,0,622669.927009221,4854874.538358531,  
13608,0,0,634053.2065194899,4836873.996481541,  
50876,0,0,598002.0,4802407.50684772,  
100631,1096.1649471521378,1052.4403896331787,636715.0,4842692.0,  
103142,0.3862146294873128,1.9593369960784912,642010.680567486,4843902.43955837,  
103259,2.027032494544983,8.489335477352142,629422.533134894,4848946.523266358,  
31015,0,0,635570.442108323,4854854.3364746105,  
40163,0,0,600190.5749999848,4833638.425000019,  
107809,0.3833121843636036,17.41919708251953,608463.3567293371,4847623.738370831,  
14326,0,0,629617.4868170471,4847863.64608808,  
32204,0,0,639858.0,4861494.0,  
60908,0,0,590536.0,4785876.0,  
13171,0,0,638135.6846215919,4842380.05954952,  
10133,0,0,614763.0,4839759.0,  
108282,0,0.0,607862.708550973,4842877.381525231,  
13818,0,0,611756.6516606181,4843027.7556927195,  
109333,1.2762163132429123,3.614411950111389,599654.0,4837360.0,  
111050,17.241753816604614,13.362708449363708,596263.7752960769,4823166.1123424,  
101313,24.22161316871643,63.846418381202966,648365.0,4848546.0,  
33074,0,0,620824.0,4850842.0,  
21087,0,0,675907.0,4864184.0,  
112178,2.8000000715255737,5.144287109375,597996.765193827,4785148.113588649,  
100853,0,0.0,646165.0,4848353.0,  
105595,0.02517989999614656,3.073364140959711e-08,622539.8934337391,4900241.01889182,  
108785,2.9126327633857727,7.994667891412973,598594.147037317,4826122.38685874,  
40536,0,0,600931.7732588139,4839042.599816549,  
32917,0,0,625074.4214559332,4881829.56690874,  
13379,0,0,626815.9646041181,4840122.173534449,  
41062,0,0,595726.498603299,4844168.475771651,  
112434,0,0.01715088018681854,586693.0,4789958.0,  
111954,0.005194691475480795,0.28908830881118774,597986.714027288,4788210.354861619,  
106603,31.185541331768036,19.89313903450966,624950.1268777151,4856442.53959681,  
105880,44.75024342536926,74.63880330324173,630914.3914654201,4854176.163855589,  
30108,0,0,621500.032220364,4883751.976975001,  
100623,0.037066516844788566,0.19580576711450703,633618.0,4842973.0,  
13014,0,0,634191.7534484599,4835695.84903973,  
42243,0,0,600349.8644921961,4828357.7901294,  
10789,0,0,635896.0,4849431.0,  
51481,0,0,593287.5,4819341.5,  
100626,0.23722431738860905,0.05517933447839596,636145.0,4843271.0,  
105942,0,0.0012779240496456623,618320.68315319,4849458.88257834,  
104902,88.09244072437286,183.31920623779297,657460.0,4856714.0,  
108750,7.649044990539551,7.53611421585083,603972.2297144518,4823917.349993419,  
107081,19.080551356077194,20.920350328087807,621435.0,4880535.0,  
60448,0,0,592526.3430940941,4786589.934498641,  
100118,25.551251262426376,35.36346995830513,620993.0,4835834.0,  
111399,6.509334743022919,23.334993362426758,592154.0432629081,4794557.65149376,  
106128,9.499999761581421,1.6763629913330078,630217.3210159511,4863176.83079045,  
111530,0,0.013916020281612873,607267.7881473069,4812563.57780439,  
13218,0,0,617294.14004381,4838714.8839140795,  
32322,0,0,625709.6736637569,4857956.052990251,  
60836,0,0,593395.743649839,4783824.27771387,  
60526,0,0,583237.3981593939,4791098.947573001,  
103064,10.905360165983438,55.67223930358887,647499.152911788,4850382.945494831,  
43681,0,0,600324.155283994,4826548.58875184,  
106990,0,21.72542953491211,626628.0,4860442.0,  
20406,0,0,660478.0,4863289.0,  
105981,0,1.0609812736220192,623397.1436239062,4856827.28158691,  
30893,0,0,625580.627196698,4863365.093864719,  
31780,0,0,624999.0,4850201.0,  
12924,0,0,650963.245507329,4850090.75455108,  
100598,3.6314884424209595,13.481085777282715,633184.0,4841371.0,  
30021,0,0,625605.3806485869,4855624.478635391,  
20727,0,0,677208.421514249,4862234.166815998,  
21230,0,0,654365.0,4853846.0,  
51664,0,0,591337.2851593528,4821623.505536169,  
31659,0,0,626738.0,4874291.0,  
109857,177.62783432006836,480.75768852233887,600452.943978616,4827856.35864516,  
33054,0,0,626022.0,4880527.0,  
103541,0,0.0,642820.3208573872,4843463.737361521,  
109938,9.274434074759483,9.677840933436528,608969.0,4840275.0,  
60515,0,0,584850.5101102619,4788242.5,  
103484,0,108.40170288085938,644250.907373425,4847766.450235129,  
60905,0,0,590913.683054699,4787174.30209064,  
12545,0,0,628060.0,4834858.0,  
12945,0,0,620865.594155046,4847518.133116328,  
105813,0,71.5587387084961,629010.0,4851280.0,  
31135,0,0,640692.440569892,4869432.738606291,  
105857,0.10766787081956863,0.0,631431.369511527,4853265.6385559,  
40952,0,0,602451.4496576412,4836251.89931824,  
105919,0,0.0,623193.502423774,4854634.50085151,  
105693,0,0.0,633284.7739695068,4861319.95915907,  
106958,0,0.420377254486084,639915.0,4861247.0,  
108199,0,0.0035820009652525187,603106.73284531,4822922.734947251,  
40800,0,0,610572.436070114,4825561.292574091,  
112859,0.5673545077443123,0.19178089499473572,598411.213006367,4782747.145393419,  
12436,0,0,625927.0,4838004.0,  
111452,126.70930099487305,117.56798338890076,577744.501707074,4831723.50268655,  
41633,0,0,613931.0,4826953.0,  
60102,0,0,595459.7965713999,4789626.88524153,  
10446,0,0,627244.0,4836617.0,  
30876,0,0,626042.7705420748,4857843.351036309,  
11579,0,0,622693.184807024,4831587.17074915,  
107102,0,0.008053809404373169,620826.0,4872824.0,  
112143,2.1794564723968506,0.1918771043419838,596711.7131190489,4789240.28108254,  
11249,0,0,632407.0,4834607.0,  
109301,9.923259139060974,4.580695748329163,593830.4139639111,4839889.35692688,  
41617,0,0,611242.832848656,4837911.231978831,  
110494,6.216123640537262,12.642055988311768,612305.3538103362,4825359.16259755,  
42410,0,0,607597.0,4829624.0,  
10595,0,0,631785.0,4840259.0,  
105811,1.4885081574320793,0.6076697129756212,626361.0,4850423.0,  
105854,0,0.0,621171.3550045141,4854593.30776204,  
104088,0,0.1499747931957245,671074.0,4863292.0,  
51313,0,0,593720.481136051,4802561.73111727,  
109820,0,0.1739902496628929,602062.5731773939,4846058.606698619,  
11365,0,0,628417.0,4840352.0,  
100751,0.6229023933410645,4.768372150465439e-07,634758.0,4848846.0,  
111009,34.18318176269531,1.907349087559851e-06,599841.690235111,4803472.575213869,  
60893,0,0,591340.0,4785580.0,  
20660,0,0,673397.7336048431,4859975.1459298,  
30068,0,0,634193.984275391,4857311.365506059,  
102189,0,0.0,633898.0,4847995.0,  
105739,37.50510597229004,85.11211967468262,628317.254327903,4854221.30153819,  
41766,0,0,611523.0916917351,4832669.273941601,  
40186,0,0,605653.8516985051,4825166.0464802105,  
12972,0,0,620991.7029224769,4835922.718282559,  
40352,0,0,607022.9672548382,4823564.142712358,  
20012,0,0,665460.221784685,4860167.43739696,  
108529,13.916925191879272,1.2198350131511688,595635.971783404,4843911.49384374,  
104294,0.6263308525085449,3.337860107421875e-06,666098.6399330589,4860851.523895299,  
105936,0,0.0,612593.498659977,4849772.2215405805,  
100431,74.2088178396225,68.73772132396698,624899.6820751339,4837083.18065779,  
43154,0,0,601500.0562390221,4825737.98202603,  
105664,0,0.0,626916.8866017452,4851468.8176908,  
113024,0,0.0,563121.051161787,4822839.569450469,  
101659,47.40370321273804,0.0,632367.0,4850110.0,  
108915,23.56423532962799,12.360559076070729,610955.0,4818754.0,  
31325,0,0,636210.886429472,4857282.34043545,  
103252,18.59758424758911,57.704171657562256,647664.49308127,4849869.290281219,  
112831,0,0.0,597498.0,4788357.0,  
101216,324.2111015319824,126.2228536605835,632816.0,4852534.0,  
42239,0,0,612667.0,4825315.0,  
104896,0,0.0,654113.0,4854749.0,  
20390,0,0,654592.7974407999,4854881.8122078795,  
20221,0,0,668535.910982775,4861355.960366251,  
12995,0,0,627009.789280141,4835312.07258255,  
13944,0,0,640337.544915658,4843671.72886966,  
42363,0,0,609308.0,4831844.0,  
111873,3.548392955213785,0.5499420389538159,601322.973391671,4807722.767851139,  
108400,3.121719390153885,2.6524069198785583e-06,612129.0416548551,4827904.57203614,  
112612,1.2887665778398514,13.659937053918839,597582.7758299679,4782993.139003069,  
43291,0,0,602194.9851130679,4845119.85155475,  
60517,0,0,587140.688957461,4789499.553053099,  
11096,0,0,637988.5633059281,4848506.329586968,  
106590,23.22546672821045,49.92148303985596,636614.476390144,4860260.24927577,  
